movement_id,fc_id,sku_id,movement_type,quantity,movement_date,reference_id
MOV735370,FC_FL07,SKU001701,transfer_out,43,2025-05-31,REF29746
MOV993786,FC_WA02,SKU000411,adjustment,12,2025-07-02,REF48817
MOV778449,FC_NJ05,SKU001592,receipt,37,2025-06-21,REF88947
MOV421679,FC_WA02,SKU001398,receipt,42,2025-05-30,REF34138
MOV268664,FC_FL07,SKU001662,shipment,5,2025-06-06,REF65629
MOV610769,FC_WA02,SKU001895,shipment,23,2025-07-03,REF62854
MOV744387,FC_TX03,SKU001607,adjustment,17,2025-06-09,REF63777
MOV120259,FC_IL06,SKU000887,shipment,40,2025-07-21,REF90599
MOV819983,FC_FL07,SKU000635,shipment,33,2025-05-31,REF83302
MOV741221,FC_CA01,SKU001773,adjustment,22,2025-06-22,REF58613
MOV463087,FC_WA02,SKU000702,adjustment,21,2025-05-01,REF29839
MOV767583,FC_GA04,SKU000603,transfer_in,7,2025-06-09,REF78989
MOV811377,FC_TX03,SKU001690,receipt,2,2025-07-03,REF70356
MOV148005,FC_IL06,SKU000927,receipt,18,2025-06-14,REF59962
MOV256244,FC_NJ05,SKU000601,transfer_in,4,2025-04-29,REF25757
MOV258937,FC_WA02,SKU000259,adjustment,16,2025-07-11,REF56133
MOV702580,FC_TX03,SKU001942,transfer_out,10,2025-06-03,REF76277
MOV185310,FC_TX03,SKU000501,adjustment,11,2025-06-30,REF12593
MOV582267,FC_NJ05,SKU001285,receipt,29,2025-05-10,REF27323
MOV650630,FC_FL07,SKU001733,shipment,27,2025-05-16,REF62130
MOV185887,FC_FL07,SKU001860,transfer_in,42,2025-07-14,REF20381
MOV345617,FC_NJ05,SKU000937,adjustment,15,2025-07-03,REF65169
MOV810840,FC_IL06,SKU000848,shipment,31,2025-05-27,REF26927
MOV183767,FC_FL07,SKU000918,shipment,5,2025-05-12,REF18457
MOV714584,FC_GA04,SKU000061,transfer_out,28,2025-06-15,REF64940
MOV146657,FC_CA01,SKU000019,transfer_in,41,2025-06-28,REF22480
MOV447728,FC_IL06,SKU000347,shipment,42,2025-07-11,REF87747
MOV479515,FC_WA02,SKU000635,transfer_in,46,2025-05-19,REF21357
MOV265307,FC_TX03,SKU001298,adjustment,40,2025-06-11,REF72295
MOV477149,FC_FL07,SKU000731,transfer_in,44,2025-06-15,REF75516
MOV735295,FC_FL07,SKU000794,shipment,42,2025-07-16,REF43341
MOV848908,FC_GA04,SKU001352,transfer_in,38,2025-06-03,REF37370
MOV191458,FC_CA01,SKU000720,adjustment,2,2025-07-21,REF81039
MOV914571,FC_FL07,SKU001633,transfer_in,10,2025-04-29,REF35462
MOV905515,FC_FL07,SKU000493,shipment,30,2025-07-12,REF24362
MOV747087,FC_IL06,SKU000259,transfer_out,31,2025-06-23,REF32853
MOV806212,FC_NJ05,SKU000403,adjustment,21,2025-05-08,REF32789
MOV104424,FC_GA04,SKU000980,receipt,19,2025-07-18,REF27281
MOV704777,FC_IL06,SKU001229,receipt,22,2025-06-04,REF92418
MOV310744,FC_NJ05,SKU001602,transfer_out,3,2025-06-23,REF57761
MOV289907,FC_WA02,SKU000312,transfer_in,1,2025-07-10,REF80254
MOV946729,FC_GA04,SKU001370,transfer_out,19,2025-05-01,REF64273
MOV416408,FC_TX03,SKU000209,adjustment,45,2025-05-17,REF78955
MOV682094,FC_GA04,SKU000110,receipt,16,2025-06-01,REF61118
MOV375717,FC_NJ05,SKU000117,shipment,49,2025-07-14,REF54931
MOV995106,FC_WA02,SKU001372,receipt,7,2025-06-24,REF46016
MOV978008,FC_TX03,SKU001122,transfer_in,5,2025-06-05,REF69979
MOV314757,FC_IL06,SKU001947,shipment,22,2025-05-02,REF21372
MOV159439,FC_IL06,SKU001922,transfer_out,15,2025-07-26,REF56829
MOV536499,FC_FL07,SKU001563,transfer_in,3,2025-05-08,REF22307
MOV829951,FC_IL06,SKU001899,transfer_in,22,2025-06-13,REF75627
MOV480513,FC_NJ05,SKU000661,transfer_in,20,2025-05-12,REF89961
MOV500624,FC_FL07,SKU000643,receipt,33,2025-06-09,REF43321
MOV319868,FC_FL07,SKU000859,transfer_out,33,2025-06-29,REF63849
MOV933897,FC_GA04,SKU001150,adjustment,29,2025-07-25,REF85454
MOV207813,FC_IL06,SKU000802,transfer_out,11,2025-05-08,REF77289
MOV949938,FC_CA01,SKU001856,adjustment,44,2025-06-19,REF77739
MOV543581,FC_WA02,SKU001350,receipt,23,2025-05-19,REF66439
MOV100822,FC_NJ05,SKU001553,receipt,5,2025-07-14,REF33923
MOV760532,FC_FL07,SKU001586,adjustment,5,2025-06-29,REF88257
MOV783150,FC_WA02,SKU000603,receipt,17,2025-06-22,REF14594
MOV516351,FC_IL06,SKU000803,receipt,23,2025-05-16,REF91263
MOV505591,FC_CA01,SKU000527,shipment,29,2025-06-14,REF32286
MOV204254,FC_IL06,SKU000258,transfer_out,21,2025-05-06,REF84336
MOV253491,FC_GA04,SKU000490,receipt,30,2025-06-16,REF88692
MOV786176,FC_TX03,SKU001744,transfer_out,20,2025-05-29,REF32959
MOV598056,FC_IL06,SKU000128,adjustment,18,2025-07-23,REF68492
MOV368480,FC_FL07,SKU001878,shipment,30,2025-07-22,REF75137
MOV373693,FC_TX03,SKU001104,shipment,17,2025-06-16,REF94100
MOV886591,FC_CA01,SKU000939,adjustment,20,2025-05-27,REF91569
MOV508453,FC_TX03,SKU001607,shipment,39,2025-05-24,REF41192
MOV209922,FC_IL06,SKU001417,shipment,46,2025-07-03,REF26367
MOV340572,FC_IL06,SKU000768,transfer_in,46,2025-05-30,REF13178
MOV203252,FC_FL07,SKU001990,transfer_in,5,2025-05-08,REF96713
MOV590080,FC_CA01,SKU000461,transfer_out,4,2025-07-03,REF44634
MOV575577,FC_FL07,SKU000897,receipt,1,2025-05-21,REF38804
MOV617571,FC_TX03,SKU000517,transfer_out,21,2025-05-22,REF86646
MOV917931,FC_TX03,SKU001641,receipt,5,2025-07-25,REF18965
MOV858286,FC_FL07,SKU000311,adjustment,38,2025-05-11,REF71144
MOV921953,FC_NJ05,SKU001585,adjustment,41,2025-05-26,REF71251
MOV669291,FC_GA04,SKU001808,adjustment,33,2025-06-28,REF53947
MOV519244,FC_WA02,SKU000671,shipment,39,2025-06-25,REF35544
MOV940001,FC_GA04,SKU001920,shipment,44,2025-05-09,REF40671
MOV244517,FC_IL06,SKU000795,shipment,38,2025-05-03,REF41135
MOV523906,FC_TX03,SKU000556,transfer_out,42,2025-05-11,REF52736
MOV973841,FC_CA01,SKU001925,transfer_out,23,2025-05-11,REF36238
MOV604183,FC_FL07,SKU001245,transfer_in,13,2025-06-18,REF83191
MOV791372,FC_CA01,SKU001816,transfer_in,38,2025-07-23,REF29914
MOV917696,FC_TX03,SKU000668,shipment,38,2025-05-06,REF18132
MOV249271,FC_CA01,SKU000360,transfer_in,29,2025-05-18,REF87378
MOV617235,FC_NJ05,SKU000918,shipment,29,2025-05-15,REF86858
MOV733999,FC_FL07,SKU001157,receipt,48,2025-06-24,REF20821
MOV792087,FC_WA02,SKU001952,transfer_out,33,2025-06-21,REF82118
MOV147934,FC_GA04,SKU000969,shipment,37,2025-06-07,REF90409
MOV453134,FC_WA02,SKU000215,receipt,9,2025-06-21,REF86967
MOV223455,FC_FL07,SKU001057,shipment,19,2025-05-18,REF23377
MOV569804,FC_CA01,SKU000506,shipment,42,2025-06-10,REF56320
MOV156282,FC_IL06,SKU001958,transfer_in,44,2025-05-20,REF76346
MOV324849,FC_NJ05,SKU001301,transfer_in,19,2025-05-16,REF62794
MOV403399,FC_GA04,SKU000874,adjustment,17,2025-06-08,REF73081
MOV816837,FC_FL07,SKU001696,receipt,27,2025-06-29,REF14587
MOV404397,FC_NJ05,SKU001543,transfer_in,13,2025-07-02,REF25952
MOV944521,FC_CA01,SKU001145,transfer_out,44,2025-06-20,REF42172
MOV762360,FC_NJ05,SKU001949,transfer_in,27,2025-05-26,REF88422
MOV145161,FC_TX03,SKU000207,transfer_out,17,2025-04-29,REF59407
MOV922256,FC_TX03,SKU001765,transfer_out,19,2025-06-09,REF97399
MOV511920,FC_NJ05,SKU000665,shipment,43,2025-06-26,REF59996
MOV980842,FC_FL07,SKU000652,adjustment,8,2025-07-19,REF98950
MOV524795,FC_NJ05,SKU001361,transfer_in,18,2025-06-28,REF31624
MOV552876,FC_WA02,SKU001760,shipment,15,2025-06-15,REF31474
MOV125979,FC_FL07,SKU001664,transfer_in,21,2025-06-06,REF43252
MOV234004,FC_CA01,SKU001176,receipt,11,2025-06-08,REF13357
MOV235068,FC_NJ05,SKU001642,adjustment,13,2025-07-08,REF28706
MOV311744,FC_CA01,SKU001997,shipment,18,2025-06-26,REF45596
MOV892718,FC_IL06,SKU000380,adjustment,19,2025-07-24,REF18639
MOV957876,FC_WA02,SKU001427,transfer_out,2,2025-06-29,REF45416
MOV966952,FC_NJ05,SKU001112,transfer_in,14,2025-06-15,REF87209
MOV187776,FC_TX03,SKU001752,adjustment,17,2025-05-11,REF37772
MOV251593,FC_FL07,SKU000053,adjustment,10,2025-07-15,REF63055
MOV932450,FC_TX03,SKU000652,transfer_in,49,2025-06-14,REF34747
MOV163821,FC_GA04,SKU001332,adjustment,31,2025-07-20,REF11620
MOV676360,FC_NJ05,SKU000624,adjustment,28,2025-06-13,REF75969
MOV235879,FC_CA01,SKU001092,shipment,43,2025-07-25,REF93296
MOV586101,FC_WA02,SKU001319,receipt,49,2025-05-24,REF44395
MOV896526,FC_IL06,SKU001547,shipment,48,2025-06-12,REF38015
MOV646738,FC_CA01,SKU001540,adjustment,29,2025-05-20,REF24101
MOV354229,FC_FL07,SKU000875,transfer_in,40,2025-06-25,REF11924
MOV756828,FC_FL07,SKU000322,receipt,2,2025-07-23,REF24503
MOV534186,FC_CA01,SKU001434,transfer_out,49,2025-05-04,REF22832
MOV779927,FC_GA04,SKU000675,adjustment,34,2025-07-26,REF13534
MOV874989,FC_GA04,SKU000493,transfer_in,25,2025-05-29,REF83652
MOV193280,FC_FL07,SKU001166,receipt,38,2025-07-03,REF76622
MOV586552,FC_NJ05,SKU001062,receipt,34,2025-05-21,REF12168
MOV875886,FC_TX03,SKU001439,adjustment,33,2025-06-09,REF94745
MOV242151,FC_CA01,SKU001076,transfer_out,44,2025-06-29,REF71461
MOV269085,FC_CA01,SKU000936,transfer_in,17,2025-06-29,REF23551
MOV361676,FC_GA04,SKU001196,transfer_out,34,2025-07-21,REF11557
MOV385264,FC_CA01,SKU000666,transfer_out,7,2025-06-02,REF30138
MOV274785,FC_FL07,SKU000693,transfer_out,1,2025-05-05,REF45362
MOV460796,FC_TX03,SKU001884,transfer_out,33,2025-07-14,REF20750
MOV825548,FC_CA01,SKU000764,shipment,38,2025-05-01,REF42697
MOV101451,FC_CA01,SKU001922,transfer_in,42,2025-06-30,REF94507
MOV177049,FC_TX03,SKU000752,transfer_in,36,2025-05-11,REF71988
MOV739122,FC_GA04,SKU001517,shipment,40,2025-07-08,REF84073
MOV729748,FC_TX03,SKU001156,transfer_out,7,2025-06-06,REF54640
MOV227412,FC_CA01,SKU000913,transfer_in,41,2025-07-15,REF54843
MOV945541,FC_NJ05,SKU000305,adjustment,13,2025-05-20,REF31033
MOV454631,FC_FL07,SKU001813,receipt,36,2025-07-08,REF48484
MOV617954,FC_CA01,SKU001420,receipt,3,2025-05-02,REF16928
MOV172293,FC_WA02,SKU000861,transfer_out,31,2025-06-01,REF75829
MOV704978,FC_WA02,SKU000693,adjustment,43,2025-07-10,REF93938
MOV648293,FC_CA01,SKU001223,transfer_in,42,2025-05-05,REF61093
MOV284235,FC_NJ05,SKU001469,adjustment,26,2025-06-28,REF70413
MOV177713,FC_WA02,SKU001646,adjustment,44,2025-07-13,REF43105
MOV540445,FC_IL06,SKU000628,receipt,14,2025-06-13,REF87356
MOV671456,FC_TX03,SKU001077,adjustment,14,2025-07-27,REF27525
MOV775551,FC_IL06,SKU001611,transfer_out,25,2025-05-12,REF18662
MOV709764,FC_NJ05,SKU001856,shipment,14,2025-05-25,REF44422
MOV702203,FC_IL06,SKU000418,transfer_in,1,2025-06-15,REF91969
MOV783667,FC_FL07,SKU001439,transfer_in,29,2025-06-09,REF39845
MOV292678,FC_FL07,SKU001595,adjustment,11,2025-05-15,REF95546
MOV665593,FC_NJ05,SKU001971,receipt,35,2025-07-23,REF13551
MOV179903,FC_FL07,SKU001515,shipment,21,2025-05-04,REF29577
MOV170838,FC_TX03,SKU001549,shipment,29,2025-05-30,REF93558
MOV782706,FC_FL07,SKU000352,receipt,30,2025-06-27,REF29228
MOV434141,FC_NJ05,SKU000902,shipment,28,2025-07-04,REF40038
MOV997379,FC_TX03,SKU000118,transfer_out,38,2025-07-26,REF60637
MOV164253,FC_WA02,SKU001840,adjustment,8,2025-06-13,REF27005
MOV143024,FC_CA01,SKU000287,receipt,10,2025-06-06,REF75346
MOV887978,FC_IL06,SKU000015,adjustment,29,2025-07-24,REF37280
MOV596192,FC_FL07,SKU001906,transfer_out,35,2025-05-06,REF71499
MOV944633,FC_TX03,SKU000872,transfer_out,45,2025-06-15,REF83266
MOV349479,FC_IL06,SKU001637,transfer_in,5,2025-07-24,REF58881
MOV226755,FC_GA04,SKU001715,transfer_in,7,2025-07-05,REF10040
MOV689218,FC_CA01,SKU001390,transfer_out,27,2025-07-21,REF76186
MOV742578,FC_IL06,SKU000263,shipment,45,2025-06-01,REF83101
MOV353198,FC_CA01,SKU001909,adjustment,13,2025-06-13,REF23998
MOV203996,FC_IL06,SKU001173,shipment,6,2025-07-11,REF31096
MOV688799,FC_NJ05,SKU001701,transfer_out,22,2025-05-28,REF64342
MOV587562,FC_GA04,SKU000453,adjustment,8,2025-05-30,REF25793
MOV681194,FC_CA01,SKU001472,transfer_in,34,2025-07-18,REF59009
MOV277127,FC_NJ05,SKU000341,adjustment,19,2025-05-31,REF64039
MOV860798,FC_WA02,SKU001693,adjustment,48,2025-06-11,REF21747
MOV232980,FC_IL06,SKU000846,transfer_out,2,2025-06-26,REF59412
MOV808646,FC_IL06,SKU001045,transfer_in,21,2025-06-02,REF30584
MOV924299,FC_TX03,SKU001089,adjustment,35,2025-05-28,REF55174
MOV162070,FC_WA02,SKU001676,shipment,6,2025-06-03,REF87399
MOV102883,FC_GA04,SKU001733,transfer_in,11,2025-06-13,REF71881
MOV922879,FC_IL06,SKU000088,adjustment,46,2025-07-20,REF87244
MOV797963,FC_GA04,SKU000056,receipt,45,2025-06-03,REF73653
MOV462731,FC_FL07,SKU000528,receipt,35,2025-05-23,REF54643
MOV209777,FC_TX03,SKU000207,shipment,31,2025-05-08,REF31320
MOV508223,FC_WA02,SKU001012,transfer_in,40,2025-06-04,REF53980
MOV538203,FC_TX03,SKU000418,receipt,25,2025-06-29,REF11940
MOV315189,FC_CA01,SKU000409,transfer_out,19,2025-05-03,REF40015
MOV866824,FC_FL07,SKU001087,shipment,23,2025-06-04,REF94749
MOV560682,FC_NJ05,SKU001390,shipment,39,2025-06-07,REF89970
MOV247678,FC_FL07,SKU000465,adjustment,46,2025-07-06,REF47459
MOV906854,FC_NJ05,SKU001394,receipt,49,2025-06-27,REF53969
MOV946739,FC_WA02,SKU000475,transfer_in,16,2025-06-13,REF50441
MOV277427,FC_FL07,SKU000197,adjustment,22,2025-07-10,REF56805
MOV865653,FC_GA04,SKU000954,transfer_out,11,2025-06-12,REF79199
MOV272510,FC_CA01,SKU000159,adjustment,2,2025-05-05,REF12528
MOV928331,FC_IL06,SKU001317,adjustment,29,2025-05-06,REF66537
MOV940332,FC_TX03,SKU001106,receipt,18,2025-06-21,REF39508
MOV421441,FC_IL06,SKU000299,transfer_in,45,2025-05-09,REF78590
MOV185120,FC_FL07,SKU001733,adjustment,40,2025-06-29,REF35950
MOV742221,FC_FL07,SKU000073,transfer_out,22,2025-06-30,REF77184
MOV590155,FC_FL07,SKU000935,shipment,26,2025-06-24,REF60404
MOV368361,FC_GA04,SKU000147,receipt,11,2025-05-23,REF93649
MOV760320,FC_IL06,SKU001713,receipt,1,2025-07-19,REF16430
MOV227742,FC_WA02,SKU000003,receipt,7,2025-06-15,REF77825
MOV456611,FC_GA04,SKU001847,shipment,49,2025-06-13,REF76771
MOV795178,FC_NJ05,SKU000743,receipt,34,2025-05-05,REF20993
MOV279666,FC_WA02,SKU000586,shipment,36,2025-06-24,REF75146
MOV234781,FC_CA01,SKU000513,shipment,22,2025-05-08,REF67985
MOV510548,FC_WA02,SKU001639,adjustment,34,2025-07-25,REF27634
MOV163761,FC_NJ05,SKU001222,transfer_out,46,2025-06-19,REF89194
MOV283517,FC_FL07,SKU000249,receipt,29,2025-07-20,REF51383
MOV502030,FC_CA01,SKU000506,adjustment,32,2025-07-01,REF66460
MOV409500,FC_WA02,SKU001549,transfer_out,26,2025-07-07,REF85080
MOV531027,FC_FL07,SKU000079,shipment,6,2025-05-21,REF27316
MOV667140,FC_FL07,SKU001350,shipment,14,2025-06-23,REF53432
MOV709904,FC_NJ05,SKU000059,transfer_in,29,2025-06-18,REF34537
MOV562138,FC_GA04,SKU001267,adjustment,11,2025-06-21,REF12468
MOV992998,FC_WA02,SKU000456,transfer_in,37,2025-06-22,REF91048
MOV972610,FC_FL07,SKU001697,shipment,36,2025-06-04,REF52209
MOV685435,FC_FL07,SKU000197,receipt,35,2025-07-22,REF76523
MOV508521,FC_WA02,SKU001374,transfer_in,17,2025-05-09,REF44769
MOV414361,FC_IL06,SKU000813,transfer_out,33,2025-07-25,REF87987
MOV244715,FC_NJ05,SKU000045,receipt,5,2025-06-26,REF60374
MOV467010,FC_CA01,SKU000708,shipment,43,2025-05-11,REF22312
MOV858340,FC_TX03,SKU000705,transfer_in,23,2025-06-01,REF55500
MOV365422,FC_TX03,SKU001228,adjustment,42,2025-07-24,REF95200
MOV520429,FC_IL06,SKU000980,adjustment,11,2025-07-16,REF20852
MOV782505,FC_IL06,SKU000294,shipment,16,2025-07-26,REF88794
MOV345939,FC_IL06,SKU000338,adjustment,33,2025-06-11,REF91569
MOV340673,FC_FL07,SKU001763,shipment,4,2025-05-10,REF23966
MOV838316,FC_IL06,SKU000053,transfer_in,34,2025-04-30,REF63488
MOV154025,FC_NJ05,SKU001004,receipt,3,2025-05-02,REF84906
MOV418854,FC_NJ05,SKU000447,transfer_in,48,2025-07-09,REF64163
MOV828783,FC_TX03,SKU000571,shipment,47,2025-05-09,REF45037
MOV407465,FC_GA04,SKU000693,transfer_in,15,2025-05-13,REF37125
MOV504011,FC_NJ05,SKU001822,receipt,9,2025-05-31,REF87791
MOV780621,FC_GA04,SKU001999,transfer_in,17,2025-06-27,REF10731
MOV645678,FC_GA04,SKU000989,shipment,3,2025-06-16,REF70265
MOV573651,FC_CA01,SKU001121,receipt,23,2025-05-11,REF47458
MOV310891,FC_FL07,SKU001274,shipment,8,2025-06-02,REF62638
MOV387494,FC_NJ05,SKU001318,transfer_out,34,2025-05-15,REF71297
MOV448515,FC_WA02,SKU000805,transfer_out,27,2025-06-02,REF14169
MOV620793,FC_FL07,SKU000054,shipment,16,2025-06-01,REF21905
MOV795440,FC_NJ05,SKU001935,transfer_out,19,2025-06-08,REF80152
MOV787244,FC_FL07,SKU000036,adjustment,9,2025-05-31,REF36164
MOV735559,FC_FL07,SKU001805,transfer_out,7,2025-06-07,REF81655
MOV288297,FC_WA02,SKU001567,shipment,17,2025-06-16,REF43277
MOV797742,FC_WA02,SKU000821,transfer_in,14,2025-06-22,REF54807
MOV115043,FC_NJ05,SKU001155,transfer_in,13,2025-06-01,REF93764
MOV819811,FC_TX03,SKU000976,transfer_in,36,2025-06-02,REF98006
MOV192933,FC_FL07,SKU001948,transfer_in,17,2025-05-16,REF53037
MOV148121,FC_FL07,SKU000317,receipt,37,2025-06-25,REF31874
MOV570587,FC_FL07,SKU001030,receipt,17,2025-06-14,REF64380
MOV675748,FC_IL06,SKU001472,receipt,16,2025-06-09,REF84827
MOV212725,FC_WA02,SKU000794,transfer_in,22,2025-07-22,REF10610
MOV155066,FC_FL07,SKU001311,shipment,28,2025-05-04,REF33232
MOV999875,FC_GA04,SKU000979,transfer_out,2,2025-07-21,REF84145
MOV534464,FC_NJ05,SKU001829,adjustment,30,2025-07-27,REF33276
MOV925648,FC_WA02,SKU000456,adjustment,1,2025-05-28,REF15881
MOV645981,FC_FL07,SKU001103,transfer_out,24,2025-07-07,REF70817
MOV344971,FC_IL06,SKU000864,adjustment,11,2025-06-06,REF50858
MOV708871,FC_GA04,SKU001392,transfer_in,3,2025-06-15,REF97524
MOV846283,FC_GA04,SKU000500,transfer_in,13,2025-07-11,REF20108
MOV184885,FC_GA04,SKU001971,adjustment,46,2025-06-22,REF65312
MOV297202,FC_IL06,SKU001586,transfer_out,34,2025-05-09,REF46736
MOV912801,FC_TX03,SKU000309,receipt,5,2025-05-13,REF13973
MOV362262,FC_NJ05,SKU001654,shipment,2,2025-05-16,REF57108
MOV736128,FC_IL06,SKU001842,adjustment,27,2025-06-29,REF75692
MOV734779,FC_CA01,SKU001145,transfer_out,30,2025-05-29,REF87630
MOV859245,FC_TX03,SKU000847,shipment,31,2025-06-12,REF16930
MOV912897,FC_GA04,SKU001935,shipment,9,2025-07-16,REF17121
MOV676989,FC_TX03,SKU000617,transfer_in,35,2025-05-08,REF16089
MOV200979,FC_TX03,SKU000916,adjustment,29,2025-06-21,REF37019
MOV167965,FC_FL07,SKU001140,adjustment,45,2025-06-25,REF87726
MOV261050,FC_CA01,SKU001538,transfer_in,27,2025-05-31,REF15755
MOV588166,FC_GA04,SKU000120,receipt,30,2025-07-08,REF75615
MOV327941,FC_TX03,SKU000942,shipment,19,2025-06-05,REF63071
MOV774300,FC_CA01,SKU001787,receipt,42,2025-06-11,REF84255
MOV848815,FC_FL07,SKU001485,transfer_out,39,2025-06-07,REF92671
MOV523626,FC_FL07,SKU001806,adjustment,25,2025-05-13,REF29983
MOV773871,FC_CA01,SKU000468,receipt,19,2025-05-11,REF95890
MOV698736,FC_WA02,SKU000559,shipment,14,2025-05-15,REF90764
MOV558958,FC_NJ05,SKU000049,receipt,28,2025-05-08,REF51245
MOV107425,FC_IL06,SKU000016,receipt,47,2025-05-14,REF89296
MOV796317,FC_IL06,SKU000897,transfer_out,35,2025-05-19,REF26573
MOV896866,FC_WA02,SKU001621,transfer_out,29,2025-06-04,REF53110
MOV756534,FC_CA01,SKU001187,adjustment,47,2025-07-25,REF67951
MOV359092,FC_WA02,SKU001516,transfer_out,38,2025-06-13,REF49603
MOV550875,FC_TX03,SKU001128,transfer_in,28,2025-06-26,REF24628
MOV869095,FC_WA02,SKU001287,adjustment,20,2025-05-16,REF13762
MOV897413,FC_GA04,SKU000188,shipment,31,2025-06-08,REF60045
MOV790896,FC_FL07,SKU001016,transfer_out,43,2025-07-02,REF84755
MOV866166,FC_CA01,SKU000285,transfer_in,2,2025-07-18,REF49509
MOV378551,FC_FL07,SKU000448,shipment,47,2025-05-03,REF26150
MOV622099,FC_NJ05,SKU001105,transfer_out,17,2025-07-26,REF50923
MOV450410,FC_FL07,SKU001708,transfer_in,28,2025-06-23,REF97614
MOV634045,FC_TX03,SKU001854,receipt,24,2025-07-07,REF33906
MOV396244,FC_CA01,SKU000029,shipment,37,2025-07-21,REF11173
MOV228485,FC_NJ05,SKU001704,transfer_in,41,2025-05-13,REF46764
MOV354495,FC_GA04,SKU000158,adjustment,35,2025-07-12,REF78242
MOV709630,FC_CA01,SKU000597,transfer_out,43,2025-07-10,REF64681
MOV891499,FC_WA02,SKU000131,receipt,44,2025-07-16,REF11447
MOV915032,FC_FL07,SKU001519,receipt,32,2025-05-13,REF25180
MOV986600,FC_NJ05,SKU001171,adjustment,41,2025-05-15,REF90751
MOV864149,FC_IL06,SKU001025,receipt,7,2025-07-22,REF79275
MOV671767,FC_GA04,SKU000963,transfer_out,11,2025-07-13,REF13623
MOV753416,FC_TX03,SKU001820,transfer_in,24,2025-05-21,REF45184
MOV599917,FC_TX03,SKU002000,transfer_in,43,2025-06-01,REF82217
MOV351353,FC_IL06,SKU000786,transfer_out,5,2025-06-28,REF49628
MOV953700,FC_GA04,SKU001344,adjustment,44,2025-06-06,REF22654
MOV478132,FC_CA01,SKU001130,shipment,47,2025-05-31,REF61462
MOV424311,FC_WA02,SKU000483,receipt,20,2025-05-16,REF31545
MOV285478,FC_CA01,SKU000048,receipt,47,2025-07-11,REF76677
MOV952500,FC_WA02,SKU000230,adjustment,28,2025-07-15,REF55432
MOV548821,FC_NJ05,SKU000505,transfer_in,8,2025-05-20,REF11614
MOV653734,FC_NJ05,SKU001411,transfer_out,16,2025-07-12,REF76167
MOV214833,FC_FL07,SKU001867,adjustment,11,2025-07-26,REF78307
MOV519229,FC_FL07,SKU001843,transfer_in,17,2025-07-09,REF58713
MOV170298,FC_GA04,SKU000949,shipment,5,2025-07-02,REF79743
MOV771101,FC_CA01,SKU000739,shipment,46,2025-06-21,REF93608
MOV655906,FC_NJ05,SKU001307,transfer_out,44,2025-06-14,REF73153
MOV468922,FC_FL07,SKU000544,receipt,3,2025-07-08,REF14981
MOV691277,FC_WA02,SKU001973,shipment,21,2025-06-21,REF27130
MOV690569,FC_GA04,SKU000302,receipt,26,2025-05-15,REF26422
MOV528333,FC_WA02,SKU001140,adjustment,8,2025-05-26,REF45225
MOV882589,FC_CA01,SKU001304,transfer_in,4,2025-07-08,REF44695
MOV840287,FC_TX03,SKU001904,receipt,48,2025-05-11,REF68262
MOV855810,FC_FL07,SKU001804,shipment,41,2025-06-11,REF13381
MOV287167,FC_WA02,SKU001444,transfer_in,3,2025-06-20,REF29068
MOV992328,FC_WA02,SKU001482,adjustment,25,2025-05-12,REF78984
MOV758731,FC_TX03,SKU001103,transfer_in,11,2025-05-04,REF48230
MOV470923,FC_TX03,SKU001304,transfer_out,10,2025-07-19,REF89067
MOV925411,FC_NJ05,SKU000394,adjustment,46,2025-06-09,REF92671
MOV230116,FC_TX03,SKU001879,shipment,31,2025-07-21,REF15556
MOV998837,FC_NJ05,SKU000918,receipt,10,2025-05-02,REF87241
MOV294458,FC_WA02,SKU000095,transfer_in,27,2025-06-29,REF39452
MOV527620,FC_NJ05,SKU001769,receipt,38,2025-07-26,REF75389
MOV944511,FC_IL06,SKU001679,receipt,19,2025-05-12,REF73412
MOV263276,FC_GA04,SKU001436,adjustment,12,2025-06-16,REF93890
MOV951596,FC_NJ05,SKU000227,transfer_out,47,2025-07-02,REF24034
MOV988699,FC_TX03,SKU000486,transfer_out,41,2025-07-15,REF95902
MOV253008,FC_IL06,SKU001549,transfer_in,38,2025-05-06,REF14854
MOV645083,FC_IL06,SKU001959,shipment,17,2025-06-08,REF43226
MOV398443,FC_FL07,SKU000173,transfer_out,35,2025-07-14,REF45483
MOV280672,FC_CA01,SKU000278,shipment,42,2025-06-28,REF55278
MOV389375,FC_GA04,SKU001735,shipment,17,2025-07-07,REF56037
MOV449949,FC_CA01,SKU000278,receipt,8,2025-07-19,REF47149
MOV355538,FC_NJ05,SKU000212,shipment,33,2025-06-05,REF91969
MOV881406,FC_CA01,SKU001467,shipment,41,2025-06-30,REF37059
MOV805055,FC_GA04,SKU000376,receipt,47,2025-05-07,REF98462
MOV325228,FC_NJ05,SKU001042,transfer_out,21,2025-07-13,REF84794
MOV471990,FC_FL07,SKU000925,shipment,6,2025-06-23,REF16894
MOV135146,FC_NJ05,SKU000871,adjustment,9,2025-07-26,REF24403
MOV232956,FC_FL07,SKU001065,transfer_in,37,2025-07-01,REF37277
MOV860938,FC_IL06,SKU000901,transfer_in,34,2025-07-18,REF55470
MOV121099,FC_FL07,SKU001917,receipt,27,2025-05-07,REF84029
MOV754235,FC_WA02,SKU000676,adjustment,33,2025-06-09,REF29056
MOV531817,FC_FL07,SKU001249,adjustment,44,2025-06-01,REF18963
